origen,destino,distancia_km
28006,28023,221.456151
28006,28024,338.642488
28006,28025,337.905283
28006,28026,15.401918
28006,28027,451.125021
28006,28028,114.251348
28006,28029,78.551357
28006,28030,110.765145
28006,28031,26.110158
28006,28032,331.049885
28006,28033,329.374411
28006,28034,151.939201
28006,28035,225.807393
28006,28036,168.729643
28006,28037,162.341321
28006,28038,237.22947
28006,28039,48.984665
28006,28040,317.252185
28006,28041,70.007497
28006,28042,118.598425
28006,28043,96.267126
28007,28001,255.108414
28007,28002,385.55124
28007,28003,445.859635
28007,28004,419.65458
28007,28005,152.391694
28007,28006,333.598576
28007,28007,0.0
28007,28008,288.119381
28007,28009,463.793791
28007,28010,176.251059
28007,28011,381.92121
28007,28012,390.211613
28007,28013,267.163351
28007,28014,47.8635
28007,28015,26.169643
28007,28016,237.975708
28007,28017,328.301047
28007,28018,236.396107
28007,28019,333.873936
28007,28020,210.430497
28007,28021,397.506403
28007,28022,141.521846
28007,28023,135.778984
28007,28024,33.621957
28007,28025,21.134732
28007,28026,318.719356
28007,28027,146.150389
28007,28028,422.3725
28007,28029,389.329691
28007,28030,252.265091
28007,28031,342.852721
28007,28032,60.99197
28007,28033,83.281917
28007,28034,193.2204
28007,28035,176.771911
28007,28036,180.480308
28007,28037,290.523275
28007,28038,466.611035
28007,28039,379.635847
28007,28040,124.801364
28007,28041,289.262803
28007,28042,215.202357
28007,28043,369.328637
28008,28001,52.374072
28008,28002,112.549341
28008,28003,169.626759
28008,28004,135.644384
28008,28005,135.744593
28008,28006,108.885631
28008,28007,288.119381
28008,28008,0.0
28008,28009,188.724858
28008,28010,116.156246
28008,28011,98.056126
28008,28012,105.002667
28008,28013,34.826235
28008,28014,319.531893
28008,28015,279.143896
28008,28016,91.657834
28008,28017,74.217201
28008,28018,59.942255
28008,28019,53.934764
28008,28020,128.205797
28008,28021,111.90088
28008,28022,269.794112
28008,28023,155.256872
28008,28024,303.431407
28008,28025,298.736821
28008,28026,104.913248
28008,28027,425.078635
28008,28028,141.533601
28008,28029,115.556233
28008,28030,39.396855
28008,28031,95.147098
28008,28032,267.054737
28008,28033,258.997019
28008,28034,97.298421
28008,28035,137.793208
28008,28036,107.865487
28008,28037,54.293351
28008,28038,190.624696
28008,28039,128.460678
28008,28040,235.780871
28008,28041,42.084889
28008,28042,112.611328
28008,28043,83.938006
28009,28001,209.11272
28009,28002,78.684483
28009,28003,19.133679
28009,28004,132.518529
28009,28005,315.858486
28009,28006,237.12341
28009,28007,463.793791
28009,28008,188.724858
28009,28009,0.0
28009,28010,287.899437
28009,28011,141.481494
28009,28012,88.50602
28009,28013,221.260172
28009,28014,500.568772
28009,28015,449.936774
28009,28016,276.121266
28009,28017,203.642612
28009,28018,228.671917
28009,28019,170.369221
28009,28020,314.584035
28009,28021,129.044191
28009,28022,405.446987
28009,28023,328.149185
28009,28024,483.855017
28009,28025,477.428744
28009,28026,245.665063
28009,28027,606.547896
28009,28028,145.888372
28009,28029,167.724166
28009,28030,228.013315
28009,28031,211.019203
28009,28032,429.997941
28009,28033,416.07576
28009,28034,283.178152
28009,28035,291.23632
28009,28036,290.322008
28009,28037,173.271091
28009,28038,4.016985
28009,28039,209.860533
28009,28040,381.13163
28009,28041,212.967336
28009,28042,299.530583
28009,28043,141.11363
28010,28001,78.893511
28010,28002,209.450294
28010,28003,269.791586
28010,28004,251.562685
28010,28005,34.137075
28010,28006,192.225063
28010,28007,176.251059
28010,28008,116.156246
28010,28009,287.899437
28010,28010,0.0
28010,28011,213.762717
28010,28012,214.651067
28010,28013,104.623557
28010,28014,213.036694
28010,28015,164.529862
28010,28016,107.475886
28010,28017,172.704017
28010,28018,60.323523
28010,28019,167.244457
28010,28020,111.114446
28010,28021,228.015233
28010,28022,162.337852
28010,28023,40.519735
28010,28024,196.20149
28010,28025,189.53416
28010,28026,180.447594
28010,28027,318.869773
28010,28028,256.647376
28010,28029,227.50967
28010,28030,86.839171
28010,28031,191.576907
28010,28032,150.90092
28010,28033,143.432191
28010,28034,45.613146
28010,28035,39.246423
28010,28036,30.492549
28010,28037,114.806714
28010,28038,290.633438
28010,28039,229.306926
28010,28040,125.342312
28010,28041,129.913311
28010,28042,101.36811
28010,28043,199.943858
28011,28001,146.611127
28011,28002,97.791894
28011,28003,124.766575
28011,28004,37.911786
28011,28005,230.259287
28011,28006,96.421041
28011,28007,381.92121
28011,28008,98.056126
28011,28009,141.481494
28011,28010,213.762717
28011,28011,0.0
28011,28012,62.012899
28011,28013,114.846634
28011,28014,409.683622
28011,28015,374.846013
28011,28016,156.952218
28011,28017,67.760203
28011,28018,157.669676
28011,28019,48.094185
28011,28020,195.281391
28011,28021,16.850259
28011,28022,366.845291
28011,28023,251.998479
28011,28024,394.266339
28011,28025,390.802151
28011,28026,106.552239
28011,28027,513.7593
28011,28028,43.88663
28011,28029,31.916284
28011,28030,129.899207
28011,28031,70.419575
28011,28032,364.458224
28011,28033,356.945458
28011,28034,188.705458
28011,28035,235.369175
28011,28036,201.967747
28011,28037,128.937015
28011,28038,141.342231
28011,28039,71.232803
28011,28040,333.513998
28011,28041,94.757703
28011,28042,182.557697
28011,28043,14.870911
28012,28001,137.261454
28012,28002,37.510315
28012,28003,69.788658
28012,28004,74.208543
28012,28005,238.688988
28012,28006,152.051734
28012,28007,390.211613
28012,28008,105.002667
28012,28009,88.50602
28012,28010,214.651067
28012,28011,62.012899
28012,28012,0.0
28012,28013,135.174453
28012,28014,423.570861
28012,28015,379.165717
28012,28016,188.579887
28012,28017,116.450164
28012,28018,154.36611
28012,28019,82.016092
28012,28020,227.327375
28012,28021,56.710814
28012,28022,352.020477
28012,28023,255.070085
28012,28024,407.253674
28012,28025,401.978913
28012,28026,159.121441
28012,28027,529.376738
28012,28028,87.858692
28012,28029,93.282651
28012,28030,144.183947
28012,28031,126.28958
28012,28032,363.362486
28012,28033,352.316702
28012,28034,202.079048
28012,28035,226.390545
28012,28036,211.533682
28012,28037,106.874632
28012,28038,89.54682
28012,28039,133.161241
28012,28040,322.565313
28012,28041,124.844559
28012,28042,212.593691
28012,28043,56.46583
28013,28001,66.312084
28013,28002,146.472229
28013,28003,202.126587
28013,28004,152.500255
28013,28005,116.201322
28013,28006,93.367669
28013,28007,267.163351
28013,28008,34.826235
28013,28009,221.260172
28013,28010,104.623557
28013,28011,114.846634
28013,28012,135.174453
28013,28013,0.0
28013,28014,295.181793
28013,28015,260.817254
28013,28016,56.847698
28013,28017,68.31226
28013,28018,62.402815
28013,28019,66.755376
28013,28020,93.902475
28013,28021,130.723357
28013,28022,265.571031
28013,28023,139.826343
28013,28024,279.604469
28013,28025,275.978423
28013,28026,85.066614
28013,28027,399.801023
28013,28028,155.499139
28013,28029,124.028991
28013,28030,18.119844
28013,28031,87.925859
28013,28032,252.603182
28013,28033,247.248066
28013,28034,73.972882
28013,28035,134.428957
28013,28036,88.022421
28013,28037,83.316397
28013,28038,222.937308
28013,28039,125.23272
28013,28040,229.429723
28013,28041,25.470766
28013,28042,78.507898
28013,28043,102.761812
28014,28001,291.503332
28014,28002,421.935116
28014,28003,482.237263
28014,28004,446.900211
28014,28005,185.148096
28014,28006,352.212215
28014,28007,47.8635
28014,28008,319.531893
28014,28009,500.568772
28014,28010,213.036694
28014,28011,409.683622
28014,28012,423.570861
28014,28013,295.181793
28014,28014,0.0
28014,28015,73.454405
28014,28016,258.77102
28014,28017,351.829753
28014,28018,271.92547
28014,28019,361.67906
28014,28020,226.519973
28014,28021,425.812356
28014,28022,188.036907
28014,28023,173.519275
28014,28024,17.0292
28014,28025,27.207437
28014,28026,336.938864
28014,28027,106.008269
28014,28028,448.325783
28014,28029,413.936242
28014,28030,281.866211
28014,28031,364.436289
28014,28032,108.31477
28014,28033,130.76516
28014,28034,222.505832
28014,28035,218.924247
28014,28036,212.040743
28014,28037,327.799752
28014,28038,503.198007
28014,28039,399.919619
28014,28040,172.661406
28014,28041,315.364989
28014,28042,234.212037
28014,28043,397.938535
28015,28001,242.617224
28015,28002,372.255531
28015,28003,432.357246
28015,28004,412.736584
28015,28005,144.666785
28015,28006,332.728455
28015,28007,26.169643
28015,28008,279.143896
28015,28009,449.936774
28015,28010,164.529862
28015,28011,374.846013
28015,28012,379.165717
28015,28013,260.817254
28015,28014,73.454405
28015,28015,0.0
28015,28016,236.826959
28015,28017,324.383936
28015,28018,224.801694
28015,28019,327.072731
28015,28020,212.679656
28015,28021,389.981017
28015,28022,115.354987
28015,28023,124.252052
28015,28024,59.785615
28015,28025,47.243727
28015,28026,318.216666
28015,28027,166.394431
28015,28028,416.297988
28015,28029,384.304155
28015,28030,244.975236
28015,28031,340.065674
28015,28032,34.907192
28015,28033,57.31637
28015,28034,187.112041
28015,28035,159.981878
28015,28036,172.941516
28015,28037,277.027078
28015,28038,452.889755
28015,28039,377.410123
28015,28040,99.63683
28015,28041,283.995461
28015,28042,215.573227
28015,28043,361.74784
28016,28001,109.8964
28016,28002,202.789722
28016,28003,257.028734
28016,28004,192.190337
28016,28005,101.132136
28016,28006,95.912705
28016,28007,237.975708
28016,28008,91.657834
28016,28009,276.121266
28016,28010,107.475886
28016,28011,156.952218
28016,28012,188.579887
28016,28013,56.847698
28016,28014,258.77102
28016,28015,236.826959
28016,28016,0.0
28016,28017,93.821499
28016,28018,96.634469
28016,28019,111.470942
28016,28020,38.949222
28016,28021,173.753928
28016,28022,266.239466
28016,28023,129.449885
28016,28024,244.532266
28016,28025,243.074047
28016,28026,81.44207
28016,28027,360.268359
28016,28028,191.698795
28016,28029,156.231387
28016,28030,58.84422
28016,28031,105.688745
28016,28032,236.074916
28016,28033,235.784346
28016,28034,62.388018
28016,28035,145.591261
28016,28036,79.182504
28016,28037,136.031079
28016,28038,277.569945
28016,28039,141.795304
28016,28040,228.090927
28016,28041,64.340019
28016,28042,25.663306
28016,28043,147.786182
28017,28001,125.325403
28017,28002,143.645959
28017,28003,185.546669
28017,28004,99.736447
28017,28005,181.115605
28017,28006,39.136548
28017,28007,328.301047
28017,28008,74.217201
28017,28009,203.642612
28017,28010,172.704017
28017,28011,67.760203
28017,28012,116.450164
28017,28013,68.31226
28017,28014,351.829753
28017,28015,324.383936
28017,28016,93.821499
28017,28017,0.0
28017,28018,127.65794
28017,28019,37.19149
28017,28020,130.550039
28017,28021,84.332054
28017,28022,333.870887
28017,28023,206.444133
28017,28024,337.181569
28017,28025,334.988831
28017,28026,42.924841
28017,28027,454.001912
28017,28028,98.092999
28017,28029,62.409988
28017,28030,86.397583
28017,28031,20.97426
28017,28032,318.693489
28017,28033,314.486358
28017,28034,138.002786
28017,28035,202.468238
28017,28036,153.663377
28017,28037,125.787929
28017,28038,204.123499
28017,28039,57.001879
28017,28040,297.71644
28017,28041,42.856369
28017,28042,119.312552
28017,28043,63.190581
28018,28001,20.488186
28018,28002,150.014743
28018,28003,210.312367
28018,28004,194.94465
28018,28005,87.357982
28018,28006,155.713662
28018,28007,236.396107
28018,28008,59.942255
28018,28009,228.671917
28018,28010,60.323523
28018,28011,157.669676
28018,28012,154.36611
28018,28013,62.402815
28018,28014,271.92547
28018,28015,224.801694
28018,28016,96.634469
28018,28017,127.65794
28018,28018,0.0
28018,28019,113.633474
28018,28020,120.39235
28018,28021,170.859089
28018,28022,209.89711
28018,28023,100.816988
28018,28024,255.255633
28018,28025,249.124473
28018,28026,147.321763
28018,28027,377.923977
28018,28028,201.33361
28018,28029,175.221678
28018,28030,45.929036
28018,28031,148.250111
28018,28032,209.850918
28018,28033,200.4239
28018,28034,61.792145
28018,28035,77.851593
28018,28036,63.594659
28018,28037,57.287352
28018,28038,231.276699
28018,28039,184.303158
28018,28040,175.89177
28018,28041,86.385003
28018,28042,105.547444
28018,28043,143.285765
28019,28001,105.720934
28019,28002,106.825206
28019,28003,151.782645
28019,28004,85.789165
28019,28005,182.419514
28019,28006,76.04731
28019,28007,333.873936
28019,28008,53.934764
28019,28009,170.369221
28019,28010,167.244457
28019,28011,48.094185
28019,28012,82.016092
28019,28013,66.755376
28019,28014,361.67906
28019,28015,327.072731
28019,28016,111.470942
28019,28017,37.19149
28019,28018,113.633474
28019,28019,0.0
28019,28020,150.324973
28019,28021,64.15305
28019,28022,323.518654
28019,28023,204.745152
28019,28024,346.214575
28019,28025,342.709889
28019,28026,79.739177
28019,28027,465.937164
28019,28028,89.550148
28019,28029,61.629437
28019,28030,82.120557
28019,28031,53.535085
28019,28032,317.446574
28019,28033,310.671423
28019,28034,140.6538
28019,28035,191.377657
28019,28036,154.13416
28019,28037,97.088288
28019,28038,171.210441
28019,28039,79.055282
28019,28040,289.101472
28019,28041,47.634159
28019,28042,136.755492
28019,28043,36.701444
28020,28001,137.177442
28020,28002,240.374364
28020,28003,295.468712
28020,28004,229.874139
28020,28005,92.781591
28020,28006,125.801371
28020,28007,210.430497
28020,28008,128.205797
28020,28009,314.584035
28020,28010,111.114446
28020,28011,195.281391
28020,28012,227.327375
28020,28013,93.902475
28020,28014,226.519973
28020,28015,212.679656
28020,28016,38.949222
28020,28017,130.550039
28020,28018,120.39235
28020,28019,150.324973
28020,28020,0.0
28020,28021,212.119024
28020,28022,257.934695
28020,28023,120.713771
28020,28024,213.240383
28020,28025,213.113116
28020,28026,110.47534
28020,28027,325.662316
28020,28028,228.629041
28020,28029,192.658528
28020,28030,91.820321
28020,28031,139.960172
28020,28032,216.931069
28020,28033,220.084683
28020,28034,67.706109
28020,28035,150.277393
28020,28036,80.642886
28020,28037,167.679264
28020,28038,316.10718
28020,28039,174.004447
28020,28040,219.577599
28020,28041,103.28924
28020,28042,15.810703
28020,28043,186.503869
28021,28001,158.610565
28021,28002,94.071701
28021,28003,113.272467
28021,28004,24.494766
28021,28005,245.551644
28021,28006,111.252403
28021,28007,397.506403
28021,28008,111.90088
28021,28009,129.044191
28021,28010,228.015233
28021,28011,16.850259
28021,28012,56.710814
28021,28013,130.723357
28021,28014,425.812356
28021,28015,389.981017
28021,28016,173.753928
28021,28017,84.332054
28021,28018,170.859089
28021,28019,64.15305
28021,28020,212.119024
28021,28021,0.0
28021,28022,379.04776
28021,28023,266.708758
28021,28024,410.307623
28021,28025,406.679699
28021,28026,122.131309
28021,28027,530.079111
28021,28028,34.627562
28021,28029,38.998821
28021,28030,145.270192
28021,28031,85.551368
28021,28032,378.882011
28021,28033,370.845249
28021,28034,204.371438
28021,28035,248.184483
28021,28036,217.278458
28021,28037,138.045942
28021,28038,128.573028
28021,28039,80.985011
28021,28040,346.337274
28021,28041,111.277738
28021,28042,199.345414
28021,28043,28.233336
28022,28001,220.440989
28022,28002,334.205891
28022,28003,390.35516
28022,28004,403.448219
28022,28005,166.324988
28022,28006,354.54679
28022,28007,141.521846
28022,28008,269.794112
28022,28009,405.446987
28022,28010,162.337852
28022,28011,366.845291
28022,28012,352.020477
28022,28013,265.571031
28022,28014,188.036907
28022,28015,115.354987
28022,28016,266.239466
28022,28017,333.870887
28022,28018,209.89711
28022,28019,323.518654
28022,28020,257.934695
28022,28021,379.04776
28022,28022,0.0
28022,28023,137.783335
28022,28024,175.120194
28022,28025,162.534995
28022,28026,342.561158
28022,28027,267.44985
28022,28028,410.698013
28022,28029,385.063692
28022,28030,247.473652
28022,28031,353.313279
28022,28032,80.823209
28022,28033,59.601168
28022,28034,204.401174
28022,28035,132.201316
28022,28036,187.393128
28022,28037,245.370719
28022,28038,408.98067
28022,28039,390.798059
28022,28040,38.394314
28022,28041,291.041419
28022,28042,253.567011
28022,28043,352.203099
28023,28001,119.329729
28023,28002,249.805154
28023,28003,310.131163
28023,28004,289.899514
28023,28005,28.575902
28023,28006,221.456151
28023,28007,135.778984
28023,28008,155.256872
28023,28009,328.149185
28023,28010,40.519735
28023,28011,251.998479
28023,28012,255.070085
28023,28013,139.826343
28023,28014,173.519275
28023,28015,124.252052
28023,28016,129.449885
28023,28017,206.444133
28023,28018,100.816988
28023,28019,204.745152
28023,28020,120.713771
28023,28021,266.708758
28023,28022,137.783335
28023,28023,0.0
28023,28024,156.581301
28023,28025,149.465835
28023,28026,208.378654
28023,28027,279.077604
28023,28028,294.290874
28023,28029,263.815827
28023,28030,122.902462
28023,28031,224.109616
28023,28032,112.81659
28023,28033,108.241662
28023,28034,69.545492
28023,28035,52.306231
28023,28036,53.006309
28023,28037,154.911281
28023,28038,330.92561
28023,28039,261.992822
28023,28040,99.400901
28023,28041,164.337774
28023,28042,115.784486
28023,28043,238.517341
28024,28001,274.759246
28024,28002,405.244325
28024,28003,465.562117
28024,28004,431.603875
28024,28005,168.674073
28024,28006,338.642488
28024,28007,33.621957
28024,28008,303.431407
28024,28009,483.855017
28024,28010,196.20149
28024,28011,394.266339
28024,28012,407.253674
28024,28013,279.604469
28024,28014,17.0292
28024,28015,59.785615
28024,28016,244.532266
28024,28017,337.181569
28024,28018,255.255633
28024,28019,346.214575
28024,28020,213.240383
28024,28021,410.307623
28024,28022,175.120194
28024,28023,156.581301
28024,28024,0.0
28024,28025,12.639291
28024,28026,323.43709
28024,28027,122.698237
28024,28028,433.278353
28024,28029,399.131278
28024,28030,266.005804
28024,28031,350.215578
28024,28032,94.602565
28024,28033,116.83644
28024,28034,206.593394
28024,28035,201.906356
28024,28036,195.775227
28024,28037,310.991198
28024,28038,486.504608
28024,28039,386.028092
28024,28040,157.788648
28024,28041,300.162111
28024,28042,220.291354
28024,28043,382.360477
28025,28001,268.347768
28025,28002,398.92698
28025,28003,459.270848
28025,28004,428.318267
28025,28005,163.313279
28025,28006,337.905283
28025,28007,21.134732
28025,28008,298.736821
28025,28009,477.428744
28025,28010,189.53416
28025,28011,390.802151
28025,28012,401.978913
28025,28013,275.978423
28025,28014,27.207437
28025,28015,47.243727
28025,28016,243.074047
28025,28017,334.988831
28025,28018,249.124473
28025,28019,342.709889
28025,28020,213.113116
28025,28021,406.679699
28025,28022,162.534995
28025,28023,149.465835
28025,28024,12.639291
28025,28025,0.0
28025,28026,322.804623
28025,28027,129.804564
28025,28028,430.394604
28025,28029,396.645679
28025,28030,261.861234
28025,28031,348.613575
28025,28032,82.113531
28025,28033,104.416625
28025,28034,202.460369
28025,28035,193.238642
28025,28036,190.881626
28025,28037,304.29947
28025,28038,480.14602
28025,28039,384.828577
28025,28040,145.744237
28025,28041,297.15445
28025,28042,219.326766
28025,28043,378.622675
28026,28001,150.450181
28026,28002,186.482987
28026,28003,227.817191
28026,28004,132.984931
28026,28005,180.758314
28026,28006,15.401918
28026,28007,318.719356
28026,28008,104.913248
28026,28009,245.665063
28026,28010,180.447594
28026,28011,106.552239
28026,28012,159.121441
28026,28013,85.066614
28026,28014,336.938864
28026,28015,318.216666
28026,28016,81.44207
28026,28017,42.924841
28026,28018,147.321763
28026,28019,79.739177
28026,28020,110.47534
28026,28021,122.131309
28026,28022,342.561158
28026,28023,208.378654
28026,28024,323.43709
28026,28025,322.804623
28026,28026,0.0
28026,28027,435.730612
28026,28028,127.797439
28026,28029,91.627469
28026,28030,101.65538
28026,28031,36.885718
28026,28032,317.175633
28026,28033,315.997927
28026,28034,139.031081
28026,28035,215.035377
28026,28036,155.948883
28026,28037,159.103751
28026,28038,245.982904
28026,28039,64.305504
28026,28040,305.018382
28026,28041,63.848828
28026,28042,103.578567
28026,28043,104.587037
28027,28001,397.45706
28027,28002,527.927024
28027,28003,588.236217
28027,28004,550.620905
28027,28005,291.128349
28027,28006,451.125021
28027,28007,146.150389
28027,28008,425.078635
28027,28009,606.547896
28027,28010,318.869773
28027,28011,513.7593
28027,28012,529.376738
28027,28013,399.801023
28027,28014,106.008269
28027,28015,166.394431
28027,28016,360.268359
28027,28017,454.001912
28027,28018,377.923977
28027,28019,465.937164
28027,28020,325.662316
28027,28021,530.079111
28027,28022,267.44985
28027,28023,279.077604
28027,28024,122.698237
28027,28025,129.804564
28027,28026,435.730612
28027,28027,0.0
28027,28028,551.377188
28027,28029,516.375819
28027,28030,387.05161
28027,28031,465.31589
28027,28032,197.327862
28027,28033,218.757001
28027,28034,327.860169
28027,28035,322.698668
28027,28036,317.859721
28027,28037,433.671538
28027,28038,609.189191
28027,28039,499.623957
28027,28040,262.792204
28027,28041,419.096864
28027,28042,335.0482
28027,28043,502.408956
28028,28001,190.497754
28028,28002,125.238462
28028,28003,132.960606
28028,28004,14.240646
28028,28005,271.643269
28028,28006,114.251348
28028,28007,422.3725
28028,28008,141.533601
28028,28009,145.888372
28028,28010,256.647376
28028,28011,43.88663
28028,28012,87.858692
28028,28013,155.499139
28028,28014,448.325783
28028,28015,416.297988
28028,28016,191.698795
28028,28017,98.092999
28028,28018,201.33361
28028,28019,89.550148
28028,28020,228.629041
28028,28021,34.627562
28028,28022,410.698013
28028,28023,294.290874
28028,28024,433.278353
28028,28025,430.394604
28028,28026,127.797439
28028,28027,551.377188
28028,28028,0.0
28028,28029,36.483279
28028,28030,171.548189
28028,28031,91.626682
28028,28032,406.994443
28028,28033,400.018553
28028,28034,229.402636
28028,28035,279.110421
28028,28036,243.39749
28028,28037,171.917696
28028,28038,144.54498
28028,28039,72.007396
28028,28040,377.221582
28028,28041,133.246865
28028,28042,217.285462
28028,28043,58.663099
28029,28001,167.035429
28029,28002,129.580217
28029,28003,152.225243
28029,28004,41.844626
28029,28005,239.978959
28029,28006,78.551357
28029,28007,389.329691
28029,28008,115.556233
28029,28009,167.724166
28029,28010,227.50967
28029,28011,31.916284
28029,28012,93.282651
28029,28013,124.028991
28029,28014,413.936242
28029,28015,384.304155
28029,28016,156.231387
28029,28017,62.409988
28029,28018,175.221678
28029,28019,61.629437
28029,28020,192.658528
28029,28021,38.998821
28029,28022,385.063692
28029,28023,263.815827
28029,28024,399.131278
28029,28025,396.645679
28029,28026,91.627469
28029,28027,516.375819
28029,28028,36.483279
28029,28029,0.0
28029,28030,141.039253
28029,28031,55.202391
28029,28032,376.617573
28029,28033,370.811192
28029,28034,197.204181
28029,28035,252.88237
28029,28036,211.937344
28029,28037,154.346842
28029,28038,167.103921
28029,28039,42.138178
28029,28040,350.40802
28029,28041,100.311357
28029,28042,181.703639
28029,28043,43.391936
28030,28001,53.427588
28030,28002,151.260674
28030,28003,208.933595
28030,28004,167.771286
28030,28005,100.360123
28030,28006,110.765145
28030,28007,252.265091
28030,28008,39.396855
28030,28009,228.013315
28030,28010,86.839171
28030,28011,129.899207
28030,28012,144.183947
28030,28013,18.119844
28030,28014,281.866211
28030,28015,244.975236
28030,28016,58.84422
28030,28017,86.397583
28030,28018,45.929036
28030,28019,82.120557
28030,28020,91.820321
28030,28021,145.270192
28030,28022,247.473652
28030,28023,122.902462
28030,28024,266.005804
28030,28025,261.861234
28030,28026,101.65538
