origen,destino,distancia_km
28030,28027,387.05161
28030,28028,171.548189
28030,28029,141.039253
28030,28030,0.0
28030,28031,106.040433
28030,28032,235.713522
28030,28033,229.83505
28030,28034,59.426702
28030,28035,116.326168
28030,28036,72.068541
28030,28037,77.201612
28030,28038,229.956962
28030,28039,143.342014
28030,28040,211.409303
28030,28041,43.581105
28030,28042,76.011981
28030,28043,117.071695
28031,28001,146.281407
28031,28002,156.614022
28031,28003,193.621638
28031,28004,96.206293
28031,28005,198.048294
28031,28006,26.110158
28031,28007,342.852721
28031,28008,95.147098
28031,28009,211.019203
28031,28010,191.576907
28031,28011,70.419575
28031,28012,126.28958
28031,28013,87.925859
28031,28014,364.436289
28031,28015,340.065674
28031,28016,105.688745
28031,28017,20.97426
28031,28018,148.250111
28031,28019,53.535085
28031,28020,139.960172
28031,28021,85.551368
28031,28022,353.313279
28031,28023,224.109616
28031,28024,350.215578
28031,28025,348.613575
28031,28026,36.885718
28031,28027,465.31589
28031,28028,91.626682
28031,28029,55.202391
28031,28030,106.040433
28031,28031,0.0
28031,28032,335.7475
28031,28033,332.333024
28031,28034,154.998779
28031,28035,222.349699
28031,28036,171.128611
28031,28037,146.203991
28031,28038,211.119463
28031,28039,37.887765
28031,28040,316.842516
28031,28041,62.540014
28031,28042,130.397418
28031,28043,70.261769
28032,28001,226.101675
28032,28002,353.432426
28032,28003,412.96321
28032,28004,402.317811
28032,28005,137.702455
28032,28006,331.049885
28032,28007,60.99197
28032,28008,267.054737
28032,28009,429.997941
28032,28010,150.90092
28032,28011,364.458224
28032,28012,363.362486
28032,28013,252.603182
28032,28014,108.31477
28032,28015,34.907192
28032,28016,236.074916
28032,28017,318.693489
28032,28018,209.850918
28032,28019,317.446574
28032,28020,216.931069
28032,28021,378.882011
28032,28022,80.823209
28032,28023,112.81659
28032,28024,94.602565
28032,28025,82.113531
28032,28026,317.175633
28032,28027,197.327862
28032,28028,406.994443
28032,28029,376.617573
28032,28030,235.713522
28032,28031,335.7475
28032,28032,0.0
28032,28033,22.49636
28032,28034,180.793599
28032,28035,138.800953
28032,28036,165.071151
28032,28037,258.664965
28032,28038,433.121861
28032,28039,373.536716
28032,28040,65.8508
28032,28041,276.932911
28032,28042,217.287394
28032,28043,350.770478
28033,28001,215.422881
28033,28002,340.449035
28033,28003,399.431633
28033,28004,394.634814
28033,28005,135.251233
28033,28006,329.374411
28033,28007,83.281917
28033,28008,258.997019
28033,28009,416.07576
28033,28010,143.432191
28033,28011,356.945458
28033,28012,352.316702
28033,28013,247.248066
28033,28014,130.76516
28033,28015,57.31637
28033,28016,235.784346
28033,28017,314.486358
28033,28018,200.4239
28033,28019,310.671423
28033,28020,220.084683
28033,28021,370.845249
28033,28022,59.601168
28033,28023,108.241662
28033,28024,116.83644
28033,28025,104.416625
28033,28026,315.997927
28033,28027,218.757001
28033,28028,400.018553
28033,28029,370.811192
28033,28030,229.83505
28033,28031,332.333024
28033,28032,22.49636
28033,28033,0.0
28033,28034,177.681665
28033,28035,126.101423
28033,28036,161.247588
28033,28037,246.459399
28033,28038,419.302358
28033,28039,370.219259
28033,28040,44.037024
28033,28041,272.122916
28033,28042,218.820739
28033,28043,342.934631
28034,28001,81.753121
28034,28002,204.965357
28034,28003,264.302925
28034,28004,226.437497
28034,28005,43.119239
28034,28006,151.939201
28034,28007,193.2204
28034,28008,97.298421
28034,28009,283.178152
28034,28010,45.613146
28034,28011,188.705458
28034,28012,202.079048
28034,28013,73.972882
28034,28014,222.505832
28034,28015,187.112041
28034,28016,62.388018
28034,28017,138.002786
28034,28018,61.792145
28034,28019,140.6538
28034,28020,67.706109
28034,28021,204.371438
28034,28022,204.401174
28034,28023,69.545492
28034,28024,206.593394
28034,28025,202.460369
28034,28026,139.031081
28034,28027,327.860169
28034,28028,229.402636
28034,28029,197.204181
28034,28030,59.426702
28034,28031,154.998779
28034,28032,180.793599
28034,28033,177.681665
28034,28034,0.0
28034,28035,84.571049
28034,28036,17.016836
28034,28037,117.488738
28034,28038,285.413929
28034,28039,192.83457
28034,28040,166.469952
28034,28041,96.912786
28034,28042,56.387455
28034,28043,176.244547
28035,28001,90.258187
28035,28002,214.714496
28035,28003,274.162382
28035,28004,272.422857
28035,28005,65.402652
28035,28006,225.807393
28035,28007,176.771911
28035,28008,137.793208
28035,28009,291.23632
28035,28010,39.246423
28035,28011,235.369175
28035,28012,226.390545
28035,28013,134.428957
28035,28014,218.924247
28035,28015,159.981878
28035,28016,145.591261
28035,28017,202.468238
28035,28018,77.851593
28035,28019,191.377657
28035,28020,150.277393
28035,28021,248.184483
28035,28022,132.201316
28035,28023,52.306231
28035,28024,201.906356
28035,28025,193.238642
28035,28026,215.035377
28035,28027,322.698668
28035,28028,279.110421
28035,28029,252.88237
28035,28030,116.326168
28035,28031,222.349699
28035,28032,138.800953
28035,28033,126.101423
28035,28034,84.571049
28035,28035,0.0
28035,28036,69.722158
28035,28037,120.36559
28035,28038,294.340179
28035,28039,259.470113
28035,28040,98.166908
28035,28041,159.826458
28035,28042,140.590171
28035,28043,220.877484
28036,28001,84.082265
28036,28002,211.720643
28036,28003,271.650013
28036,28004,239.836202
28036,28005,28.291854
28036,28006,168.729643
28036,28007,180.480308
28036,28008,107.865487
28036,28009,290.322008
28036,28010,30.492549
28036,28011,201.967747
28036,28012,211.533682
28036,28013,88.022421
28036,28014,212.040743
28036,28015,172.941516
28036,28016,79.182504
28036,28017,153.663377
28036,28018,63.594659
28036,28019,154.13416
28036,28020,80.642886
28036,28021,217.278458
28036,28022,187.393128
28036,28023,53.006309
28036,28024,195.775227
28036,28025,190.881626
28036,28026,155.948883
28036,28027,317.859721
28036,28028,243.39749
28036,28029,211.937344
28036,28030,72.068541
28036,28031,171.128611
28036,28032,165.071151
28036,28033,161.247588
28036,28034,17.016836
28036,28035,69.722158
28036,28036,0.0
28036,28037,120.833488
28036,28038,292.733145
28036,28039,209.006576
28036,28040,149.453136
28036,28041,111.920355
28036,28042,71.035681
28036,28043,189.057849
28037,28001,36.867285
28037,28002,95.229076
28037,28003,155.411787
28037,28004,162.411842
28037,28005,144.258282
28037,28006,162.341321
28037,28007,290.523275
28037,28008,54.293351
28037,28009,173.271091
28037,28010,114.806714
28037,28011,128.937015
28037,28012,106.874632
28037,28013,83.316397
28037,28014,327.799752
28037,28015,277.027078
28037,28016,136.031079
28037,28017,125.787929
28037,28018,57.287352
28037,28019,97.088288
28037,28020,167.679264
28037,28021,138.045942
28037,28022,245.370719
28037,28023,154.911281
28037,28024,310.991198
28037,28025,304.29947
28037,28026,159.103751
28037,28027,433.671538
28037,28028,171.917696
28037,28029,154.346842
28037,28030,77.201612
28037,28031,146.203991
28037,28032,258.664965
28037,28033,246.459399
28037,28034,117.488738
28037,28035,120.36559
28037,28036,120.833488
28037,28037,0.0
28037,28038,176.097157
28037,28039,176.02444
28037,28040,215.719438
28037,28041,96.270165
28037,28042,151.955525
28037,28043,114.158688
28038,28001,211.803113
28038,28002,81.262904
28038,28003,21.111147
28038,28004,131.315171
28038,28005,318.395034
28038,28006,237.22947
28038,28007,466.611035
28038,28008,190.624696
28038,28009,4.016985
28038,28010,290.633438
28038,28011,141.342231
28038,28012,89.54682
28038,28013,222.937308
28038,28014,503.198007
28038,28015,452.889755
28038,28016,277.569945
28038,28017,204.123499
28038,28018,231.276699
28038,28019,171.210441
28038,28020,316.10718
28038,28021,128.573028
28038,28022,408.98067
28038,28023,330.92561
28038,28024,486.504608
28038,28025,480.14602
28038,28026,245.982904
28038,28027,609.189191
28038,28028,144.54498
28038,28029,167.103921
28038,28030,229.956962
28038,28031,211.119463
28038,28032,433.121861
28038,28033,419.302358
28038,28034,285.413929
28038,28035,294.340179
28038,28036,292.733145
28038,28037,176.097157
28038,28038,0.0
28038,28039,209.239106
28038,28040,384.511887
28038,28041,214.232422
28038,28042,301.11304
28038,28043,141.396971
28039,28001,180.618812
28039,28002,168.062776
28039,28003,194.256222
28039,28004,81.482774
28039,28005,235.852662
28039,28006,48.984665
28039,28007,379.635847
28039,28008,128.460678
28039,28009,209.860533
28039,28010,229.306926
28039,28011,71.232803
28039,28012,133.161241
28039,28013,125.23272
28039,28014,399.919619
28039,28015,377.410123
28039,28016,141.795304
28039,28017,57.001879
28039,28018,184.303158
28039,28019,79.055282
28039,28020,174.004447
28039,28021,80.985011
28039,28022,390.798059
28039,28023,261.992822
28039,28024,386.028092
28039,28025,384.828577
28039,28026,64.305504
28039,28027,499.623957
28039,28028,72.007396
28039,28029,42.138178
28039,28030,143.342014
28039,28031,37.887765
28039,28032,373.536716
28039,28033,370.219259
28039,28034,192.83457
28039,28035,259.470113
28039,28036,209.006576
28039,28037,176.02444
28039,28038,209.239106
28039,28039,0.0
28039,28040,354.496084
28039,28041,99.762503
28039,28042,165.746973
28039,28043,78.541369
28040,28001,188.095493
28040,28002,307.428149
28040,28003,365.187518
28040,28004,370.58827
28040,28005,127.953689
28040,28006,317.252185
28040,28007,124.801364
28040,28008,235.780871
28040,28009,381.13163
28040,28010,125.342312
28040,28011,333.513998
28040,28012,322.565313
28040,28013,229.429723
28040,28014,172.661406
28040,28015,99.63683
28040,28016,228.090927
28040,28017,297.71644
28040,28018,175.89177
28040,28019,289.101472
28040,28020,219.577599
28040,28021,346.337274
28040,28022,38.394314
28040,28023,99.400901
28040,28024,157.788648
28040,28025,145.744237
28040,28026,305.018382
28040,28027,262.792204
28040,28028,377.221582
28040,28029,350.40802
28040,28030,211.409303
28040,28031,316.842516
28040,28032,65.8508
28040,28033,44.037024
28040,28034,166.469952
28040,28035,98.166908
28040,28036,149.453136
28040,28037,215.719438
28040,28038,384.511887
28040,28039,354.496084
28040,28040,0.0
28040,28041,254.861642
28040,28042,215.180704
28040,28043,319.040566
28041,28001,87.086624
28041,28002,142.31063
28041,28003,193.970088
28041,28004,131.573515
28041,28005,139.798544
28041,28006,70.007497
28041,28007,289.262803
28041,28008,42.084889
28041,28009,212.967336
28041,28010,129.913311
28041,28011,94.757703
28041,28012,124.844559
28041,28013,25.470766
28041,28014,315.364989
28041,28015,283.995461
28041,28016,64.340019
28041,28017,42.856369
28041,28018,86.385003
28041,28019,47.634159
28041,28020,103.28924
28041,28021,111.277738
28041,28022,291.041419
28041,28023,164.337774
28041,28024,300.162111
28041,28025,297.15445
28041,28026,63.848828
28041,28027,419.096864
28041,28028,133.246865
28041,28029,100.311357
28041,28030,43.581105
28041,28031,62.540014
28041,28032,276.932911
28041,28033,272.122916
28041,28034,96.912786
28041,28035,159.826458
28041,28036,111.920355
28041,28037,96.270165
28041,28038,214.232422
28041,28039,99.762503
28041,28040,254.861642
28041,28041,0.0
28041,28042,89.324893
28041,28043,84.301853
28042,28001,121.863296
28042,28002,224.927403
28042,28003,280.404188
28042,28004,217.852894
28042,28005,87.274285
28042,28006,118.598425
28042,28007,215.202357
28042,28008,112.611328
28042,28009,299.530583
28042,28010,101.36811
28042,28011,182.557697
28042,28012,212.593691
28042,28013,78.507898
28042,28014,234.212037
28042,28015,215.573227
28042,28016,25.663306
28042,28017,119.312552
28042,28018,105.547444
28042,28019,136.755492
28042,28020,15.810703
28042,28021,199.345414
28042,28022,253.567011
28042,28023,115.784486
28042,28024,220.291354
28042,28025,219.326766
28042,28026,103.578567
28042,28027,335.0482
28042,28028,217.285462
28042,28029,181.703639
28042,28030,76.011981
28042,28031,130.397418
28042,28032,217.287394
28042,28033,218.820739
28042,28034,56.387455
28042,28035,140.590171
28042,28036,71.035681
28042,28037,151.955525
28042,28038,301.11304
28042,28039,165.746973
28042,28040,215.180704
28042,28041,89.324893
28042,28042,0.0
28042,28043,173.205943
28043,28001,131.881639
28043,28002,89.692673
28043,28003,123.461332
28043,28004,51.714595
28043,28005,217.32716
28043,28006,96.267126
28043,28007,369.328637
28043,28008,83.938006
28043,28009,141.11363
28043,28010,199.943858
28043,28011,14.870911
28043,28012,56.46583
28043,28013,102.761812
28043,28014,397.938535
28043,28015,361.74784
28043,28016,147.786182
28043,28017,63.190581
28043,28018,143.285765
28043,28019,36.701444
28043,28020,186.503869
28043,28021,28.233336
28043,28022,352.203099
28043,28023,238.517341
28043,28024,382.360477
28043,28025,378.622675
28043,28026,104.587037
28043,28027,502.408956
28043,28028,58.663099
28043,28029,43.391936
28043,28030,117.071695
28043,28031,70.261769
28043,28032,350.770478
28043,28033,342.934631
28043,28034,176.244547
28043,28035,220.877484
28043,28036,189.057849
28043,28037,114.158688
28043,28038,141.396971
28043,28039,78.541369
28043,28040,319.040566
28043,28041,84.301853
28043,28042,173.205943
28043,28043,0.0
